Date,Description,Amount,Category,PaymentMethod,Location,AccountType,TransactionType,DeviceUsed,Currency,MerchantType,LoyaltyProgram,Weekday,Month,TimeOfDay
10-12-2025,Transaction at Airtel,393.89,Bills,Net Banking,Kolkata,Savings,Debit,Mobile,INR,Service,No,Wednesday,December,Morning
10-12-2025,Transaction at Pantaloons,742.77,Clothing,Credit Card,Mumbai,Savings,Debit,Mobile,INR,Retail,No,Wednesday,December,Evening
10-12-2025,Transaction at Jio Fiber,4899.14,Bills,Debit Card,Mumbai,Savings,Debit,POS Terminal,INR,Service,No,Wednesday,December,Evening
10-12-2025,Transaction at Apollo Pharmacy,3821.78,Healthcare,Credit Card,Hyderabad,Savings,Debit,POS Terminal,INR,Service,No,Wednesday,December,Evening
10-12-2025,Transaction at A2B,1386.13,Food,Net Banking,Delhi,Credit Card,Debit,Mobile,INR,Restaurant,Yes,Wednesday,December,Morning
10-12-2025,Transaction at Apollo Hospital,4280.45,Healthcare,Net Banking,Kolkata,Current,Debit,POS Terminal,INR,Service,Yes,Wednesday,December,Afternoon
10-12-2025,Transaction at JioMart,3214.13,Grocery,UPI,Pune,Credit Card,Debit,POS Terminal,INR,Retail,Yes,Wednesday,December,Afternoon
10-12-2025,Transaction at Vodafone Idea,1373.64,Bills,Credit Card,Bangalore,Salary,Debit,Desktop,INR,Service,Yes,Wednesday,December,Night
10-12-2025,Transaction at ACT Fibernet,636.48,Bills,Debit Card,Delhi,Savings,Debit,Desktop,INR,Service,Yes,Wednesday,December,Morning
10-12-2025,Transaction at Star Bazaar,878.85,Grocery,Debit Card,Mumbai,Savings,Debit,Mobile,INR,Retail,No,Wednesday,December,Afternoon
10-12-2025,Transaction at Property Tax Online,3592.68,Bills,Net Banking,Mumbai,Salary,Debit,POS Terminal,INR,Service,Yes,Wednesday,December,Night
10-12-2025,Transaction at IRCTC,3994.13,Travel,UPI,Bangalore,Credit Card,Debit,Desktop,INR,Service,No,Wednesday,December,Afternoon
10-12-2025,Transaction at RedBus,1883.94,Transport,Debit Card,Chennai,Salary,Debit,Mobile,INR,Service,Yes,Wednesday,December,Evening
10-12-2025,Transaction at Saravana Bhavan,262.16,Food,Net Banking,Delhi,Savings,Debit,Desktop,INR,Restaurant,No,Wednesday,December,Afternoon
10-12-2025,Transaction at Vodafone Idea,1713.09,Bills,Net Banking,Hyderabad,Salary,Debit,Desktop,INR,Service,No,Wednesday,December,Afternoon
11-12-2025,Transaction at Spotify,343.42,Entertainment,UPI,Pune,Current,Debit,Desktop,INR,Subscription,Yes,Thursday,December,Night
11-12-2025,Transaction at Star Bazaar,3716.69,Grocery,Net Banking,Pune,Salary,Debit,Mobile,INR,Retail,No,Thursday,December,Night
11-12-2025,Transaction at A2B,1005.65,Food,Net Banking,Kolkata,Credit Card,Debit,Desktop,INR,Restaurant,No,Thursday,December,Night
11-12-2025,Transaction at Airtel,5553.49,Bills,Net Banking,Bangalore,Salary,Debit,Desktop,INR,Service,Yes,Thursday,December,Afternoon
11-12-2025,Transaction at Ajio,5260.41,Online Shopping,Debit Card,Mumbai,Salary,Debit,Desktop,INR,Online Store,No,Thursday,December,Evening
11-12-2025,Transaction at TNEB,4540.69,Bills,Net Banking,Chennai,Current,Debit,Desktop,INR,Service,No,Thursday,December,Morning
11-12-2025,Transaction at More Supermarket,1744.58,Grocery,UPI,Mumbai,Salary,Debit,Desktop,INR,Retail,No,Thursday,December,Evening
11-12-2025,Transaction at Lenskart,4084.06,Online Shopping,UPI,Mumbai,Salary,Debit,Desktop,INR,Online Store,No,Thursday,December,Afternoon
11-12-2025,Transaction at YouTube Premium,792.68,Entertainment,Net Banking,Hyderabad,Current,Debit,Mobile,INR,Subscription,Yes,Thursday,December,Afternoon
11-12-2025,Transaction at Netflix,919.95,Entertainment,Credit Card,Hyderabad,Salary,Debit,POS Terminal,INR,Subscription,No,Thursday,December,Afternoon
11-12-2025,Transaction at BMTC,1673.93,Transport,Credit Card,Hyderabad,Credit Card,Debit,Mobile,INR,Service,Yes,Thursday,December,Night
11-12-2025,Transaction at Gas Agency,5382.03,Bills,Debit Card,Pune,Current,Debit,Mobile,INR,Service,No,Thursday,December,Morning
11-12-2025,Transaction at RedBus,343.44,Transport,Net Banking,Pune,Credit Card,Debit,Mobile,INR,Service,No,Thursday,December,Morning
11-12-2025,Transaction at Myntra,5582.71,Online Shopping,Credit Card,Kolkata,Credit Card,Debit,Desktop,INR,Online Store,Yes,Thursday,December,Afternoon
11-12-2025,Transaction at SonyLiv,276.24,Entertainment,Credit Card,Kolkata,Current,Debit,Desktop,INR,Subscription,Yes,Thursday,December,Evening
11-12-2025,Transaction at Gas Agency,3399.99,Bills,Net Banking,Pune,Current,Debit,Mobile,INR,Service,No,Thursday,December,Afternoon
11-12-2025,Transaction at JioMart,4115.73,Grocery,UPI,Chennai,Current,Debit,POS Terminal,INR,Retail,No,Thursday,December,Evening
12-12-2025,Transaction at Biba,3700.31,Clothing,Net Banking,Chennai,Credit Card,Debit,Desktop,INR,Retail,Yes,Friday,December,Morning
12-12-2025,Transaction at Subway,335.33,Food,UPI,Chennai,Salary,Debit,Mobile,INR,Restaurant,No,Friday,December,Afternoon
12-12-2025,Transaction at YouTube Premium,228.77,Entertainment,Net Banking,Kolkata,Salary,Debit,POS Terminal,INR,Subscription,No,Friday,December,Morning
12-12-2025,Transaction at Spotify,902.01,Entertainment,UPI,Delhi,Savings,Debit,Desktop,INR,Subscription,No,Friday,December,Morning
12-12-2025,Transaction at Biba,4672.94,Clothing,Credit Card,Delhi,Credit Card,Debit,Desktop,INR,Retail,Yes,Friday,December,Evening
12-12-2025,Transaction at Air India,8145.84,Travel,Credit Card,Mumbai,Current,Debit,Desktop,INR,Service,Yes,Friday,December,Morning
12-12-2025,Transaction at Saravana Bhavan,741.06,Food,Net Banking,Chennai,Current,Debit,Mobile,INR,Restaurant,No,Friday,December,Afternoon
12-12-2025,Transaction at Cream Stone,788.97,Food,Debit Card,Mumbai,Current,Debit,Desktop,INR,Restaurant,No,Friday,December,Afternoon
12-12-2025,Transaction at Airtel,4867.06,Bills,Net Banking,Mumbai,Salary,Debit,Desktop,INR,Service,Yes,Friday,December,Night
12-12-2025,Transaction at Fortis,5244.13,Healthcare,Debit Card,Hyderabad,Credit Card,Debit,POS Terminal,INR,Service,Yes,Friday,December,Night
12-12-2025,Transaction at Gaana,278.6,Entertainment,Net Banking,Bangalore,Credit Card,Debit,POS Terminal,INR,Subscription,Yes,Friday,December,Morning
13-12-2025,Transaction at Hotstar,850.41,Entertainment,UPI,Kolkata,Current,Debit,Mobile,INR,Subscription,No,Saturday,December,Afternoon
13-12-2025,Transaction at Woodland,7711.86,Clothing,Net Banking,Bangalore,Salary,Debit,POS Terminal,INR,Retail,Yes,Saturday,December,Afternoon
13-12-2025,Transaction at Cream Stone,863.04,Food,UPI,Delhi,Credit Card,Debit,Mobile,INR,Restaurant,Yes,Saturday,December,Night
13-12-2025,Transaction at Jio Fiber,656.18,Bills,Credit Card,Delhi,Credit Card,Debit,Desktop,INR,Service,Yes,Saturday,December,Afternoon
13-12-2025,Transaction at YouTube Premium,702.17,Entertainment,UPI,Pune,Current,Debit,Mobile,INR,Subscription,Yes,Saturday,December,Morning
13-12-2025,Transaction at Nature's Basket,3951.44,Grocery,Net Banking,Delhi,Current,Debit,Desktop,INR,Retail,No,Saturday,December,Morning
13-12-2025,Transaction at A2B,1366.04,Food,Debit Card,Pune,Credit Card,Debit,Mobile,INR,Restaurant,No,Saturday,December,Morning
13-12-2025,Transaction at Yulu Bikes,1613.43,Transport,Debit Card,Kolkata,Salary,Debit,Desktop,INR,Service,No,Saturday,December,Afternoon
13-12-2025,Transaction at Pizza Hut,457.46,Food,Credit Card,Hyderabad,Savings,Debit,Desktop,INR,Restaurant,No,Saturday,December,Evening
13-12-2025,Transaction at Pizza Hut,1469.01,Food,UPI,Chennai,Credit Card,Debit,Desktop,INR,Restaurant,Yes,Saturday,December,Morning
13-12-2025,Transaction at DMart,1929.77,Grocery,Net Banking,Delhi,Salary,Debit,Mobile,INR,Retail,No,Saturday,December,Evening
14-12-2025,Transaction at YouTube Premium,775.16,Entertainment,Net Banking,Bangalore,Credit Card,Debit,POS Terminal,INR,Subscription,No,Sunday,December,Afternoon
14-12-2025,Transaction at Barbeque Nation,784.8,Food,Credit Card,Bangalore,Current,Debit,POS Terminal,INR,Restaurant,No,Sunday,December,Evening
14-12-2025,Transaction at Metro Rail,259.35,Transport,Net Banking,Chennai,Current,Debit,Mobile,INR,Service,Yes,Sunday,December,Morning
14-12-2025,Transaction at BigBazaar,2860.62,Grocery,Debit Card,Hyderabad,Current,Debit,Mobile,INR,Retail,No,Sunday,December,Afternoon
14-12-2025,Transaction at Airtel,2351.51,Bills,Debit Card,Chennai,Salary,Debit,Desktop,INR,Service,Yes,Sunday,December,Evening
14-12-2025,Transaction at Meesho,6257.78,Online Shopping,Debit Card,Hyderabad,Credit Card,Debit,Mobile,INR,Online Store,No,Sunday,December,Morning
14-12-2025,Transaction at Aha,873.54,Entertainment,Debit Card,Hyderabad,Credit Card,Debit,POS Terminal,INR,Subscription,No,Sunday,December,Afternoon
14-12-2025,Transaction at Subway,834.73,Food,Debit Card,Mumbai,Credit Card,Debit,POS Terminal,INR,Restaurant,No,Sunday,December,Afternoon
14-12-2025,Transaction at BMTC,378.39,Transport,Credit Card,Pune,Savings,Debit,Desktop,INR,Service,No,Sunday,December,Morning
14-12-2025,Transaction at Gaana,445.83,Entertainment,UPI,Hyderabad,Salary,Debit,Desktop,INR,Subscription,No,Sunday,December,Evening
14-12-2025,Transaction at Aha,575.62,Entertainment,Net Banking,Chennai,Current,Debit,Mobile,INR,Subscription,No,Sunday,December,Evening
14-12-2025,Transaction at IRCTC,7561.16,Travel,UPI,Chennai,Salary,Debit,POS Terminal,INR,Service,Yes,Sunday,December,Night
14-12-2025,Transaction at Jio Fiber,3602.34,Bills,Net Banking,Kolkata,Current,Debit,Mobile,INR,Service,Yes,Sunday,December,Evening
14-12-2025,Transaction at YouTube Premium,435.93,Entertainment,Debit Card,Hyderabad,Salary,Debit,Desktop,INR,Subscription,No,Sunday,December,Morning
14-12-2025,Transaction at BigBazaar,1790.99,Grocery,Net Banking,Pune,Current,Debit,Mobile,INR,Retail,Yes,Sunday,December,Afternoon
14-12-2025,Transaction at JioMart,1561.0,Grocery,Credit Card,Chennai,Credit Card,Debit,Mobile,INR,Retail,No,Sunday,December,Night
14-12-2025,Transaction at Nature's Basket,4812.56,Grocery,Credit Card,Mumbai,Salary,Debit,POS Terminal,INR,Retail,No,Sunday,December,Morning
14-12-2025,Transaction at JioMart,4212.51,Grocery,Credit Card,Hyderabad,Savings,Debit,Desktop,INR,Retail,Yes,Sunday,December,Night
14-12-2025,Transaction at Amazon Prime,262.78,Entertainment,Net Banking,Mumbai,Current,Debit,POS Terminal,INR,Subscription,No,Sunday,December,Afternoon
14-12-2025,Transaction at JioMart,2190.41,Grocery,Debit Card,Bangalore,Current,Debit,Desktop,INR,Retail,Yes,Sunday,December,Night
14-12-2025,Transaction at Vodafone Idea,560.69,Bills,Debit Card,Pune,Salary,Debit,POS Terminal,INR,Service,Yes,Sunday,December,Morning
15-12-2025,Transaction at SonyLiv,145.96,Entertainment,Debit Card,Hyderabad,Credit Card,Debit,Mobile,INR,Subscription,No,Monday,December,Night
15-12-2025,Transaction at Vodafone Idea,1332.3,Bills,Credit Card,Mumbai,Current,Debit,Desktop,INR,Service,No,Monday,December,Afternoon
15-12-2025,Transaction at Biba,2956.87,Clothing,Debit Card,Kolkata,Salary,Debit,Mobile,INR,Retail,No,Monday,December,Afternoon
15-12-2025,Transaction at Ola,753.37,Transport,Debit Card,Kolkata,Savings,Debit,POS Terminal,INR,Service,Yes,Monday,December,Evening
15-12-2025,Transaction at BigBazaar,2846.46,Grocery,Credit Card,Chennai,Credit Card,Debit,Mobile,INR,Retail,Yes,Monday,December,Afternoon
15-12-2025,Transaction at BigBazaar,767.31,Grocery,Net Banking,Hyderabad,Current,Debit,POS Terminal,INR,Retail,Yes,Monday,December,Night
15-12-2025,Transaction at Pizza Hut,216.23,Food,Debit Card,Kolkata,Current,Debit,Mobile,INR,Restaurant,Yes,Monday,December,Evening
15-12-2025,Transaction at Lenskart,6917.11,Online Shopping,Net Banking,Bangalore,Salary,Debit,POS Terminal,INR,Online Store,Yes,Monday,December,Evening
15-12-2025,Transaction at TSRTC,1551.74,Transport,Debit Card,Delhi,Credit Card,Debit,Mobile,INR,Service,Yes,Monday,December,Afternoon
15-12-2025,Transaction at Metro Rail,931.48,Transport,Credit Card,Chennai,Salary,Debit,POS Terminal,INR,Service,No,Monday,December,Night
15-12-2025,Transaction at Vodafone Idea,734.93,Bills,Net Banking,Bangalore,Credit Card,Debit,Mobile,INR,Service,No,Monday,December,Evening
15-12-2025,Transaction at Property Tax Online,3631.51,Bills,UPI,Mumbai,Savings,Debit,Mobile,INR,Service,No,Monday,December,Morning
15-12-2025,Transaction at TNEB,903.8,Bills,Net Banking,Mumbai,Credit Card,Debit,Mobile,INR,Service,Yes,Monday,December,Evening
16-12-2025,Transaction at OYO,2044.97,Travel,UPI,Delhi,Current,Debit,POS Terminal,INR,Service,No,Tuesday,December,Afternoon
16-12-2025,Transaction at Spotify,450.82,Entertainment,Debit Card,Bangalore,Salary,Debit,POS Terminal,INR,Subscription,Yes,Tuesday,December,Evening
16-12-2025,Transaction at Booking.com,4678.72,Travel,UPI,Chennai,Savings,Debit,POS Terminal,INR,Service,Yes,Tuesday,December,Night
16-12-2025,Transaction at Jio Fiber,1020.02,Bills,UPI,Kolkata,Credit Card,Debit,Desktop,INR,Service,No,Tuesday,December,Night
16-12-2025,Transaction at Zee5,455.09,Entertainment,Credit Card,Delhi,Salary,Debit,POS Terminal,INR,Subscription,No,Tuesday,December,Afternoon
16-12-2025,Transaction at Dominos,482.55,Food,Net Banking,Kolkata,Current,Debit,POS Terminal,INR,Restaurant,No,Tuesday,December,Evening
16-12-2025,Transaction at Kauvery,5616.2,Healthcare,Debit Card,Mumbai,Credit Card,Debit,POS Terminal,INR,Service,Yes,Tuesday,December,Morning
16-12-2025,Transaction at Nykaa,6093.44,Online Shopping,Debit Card,Hyderabad,Credit Card,Debit,Desktop,INR,Online Store,No,Tuesday,December,Evening
16-12-2025,Transaction at Starbucks,1342.17,Food,Debit Card,Mumbai,Credit Card,Debit,Mobile,INR,Restaurant,Yes,Tuesday,December,Night
16-12-2025,Transaction at Gaana,346.64,Entertainment,Net Banking,Mumbai,Salary,Debit,Mobile,INR,Subscription,Yes,Tuesday,December,Night
16-12-2025,Transaction at ACT Fibernet,3328.96,Bills,Credit Card,Bangalore,Salary,Debit,Mobile,INR,Service,No,Tuesday,December,Night
16-12-2025,Transaction at Jio Fiber,2638.17,Bills,Credit Card,Delhi,Current,Debit,Desktop,INR,Service,Yes,Tuesday,December,Night
16-12-2025,Transaction at Ola,1868.42,Transport,UPI,Hyderabad,Salary,Debit,Mobile,INR,Service,No,Tuesday,December,Morning
16-12-2025,Transaction at Uber,1308.94,Transport,Debit Card,Kolkata,Savings,Debit,Desktop,INR,Service,No,Tuesday,December,Night
16-12-2025,Transaction at Nature's Basket,4608.41,Grocery,UPI,Pune,Savings,Debit,Desktop,INR,Retail,Yes,Tuesday,December,Evening
16-12-2025,Transaction at CloudNine,5681.19,Healthcare,Credit Card,Hyderabad,Salary,Debit,POS Terminal,INR,Service,No,Tuesday,December,Morning
16-12-2025,Transaction at Water Board,2572.85,Bills,UPI,Hyderabad,Salary,Debit,Desktop,INR,Service,Yes,Tuesday,December,Afternoon
17-12-2025,Transaction at TNEB,3166.76,Bills,Net Banking,Bangalore,Current,Debit,Desktop,INR,Service,No,Wednesday,December,Evening
17-12-2025,Transaction at Property Tax Online,3178.07,Bills,UPI,Bangalore,Credit Card,Debit,POS Terminal,INR,Service,No,Wednesday,December,Morning
17-12-2025,Transaction at Water Board,3107.07,Bills,Credit Card,Bangalore,Savings,Debit,POS Terminal,INR,Service,No,Wednesday,December,Morning
17-12-2025,Transaction at Netflix,615.11,Entertainment,UPI,Kolkata,Salary,Debit,POS Terminal,INR,Subscription,Yes,Wednesday,December,Night
17-12-2025,Transaction at Yulu Bikes,508.52,Transport,Debit Card,Bangalore,Current,Debit,POS Terminal,INR,Service,Yes,Wednesday,December,Night
17-12-2025,Transaction at Woodland,1343.65,Clothing,Credit Card,Bangalore,Savings,Debit,Desktop,INR,Retail,Yes,Wednesday,December,Morning
17-12-2025,Transaction at OYO,687.08,Travel,Credit Card,Kolkata,Credit Card,Debit,POS Terminal,INR,Service,Yes,Wednesday,December,Afternoon
17-12-2025,Transaction at Apollo Hospital,2348.27,Healthcare,Net Banking,Chennai,Current,Debit,Mobile,INR,Service,No,Wednesday,December,Afternoon
17-12-2025,Transaction at Jio Fiber,5738.35,Bills,Net Banking,Delhi,Salary,Debit,Mobile,INR,Service,Yes,Wednesday,December,Evening
17-12-2025,Transaction at Snapdeal,6936.36,Online Shopping,Net Banking,Kolkata,Salary,Debit,Mobile,INR,Online Store,Yes,Wednesday,December,Afternoon
17-12-2025,Transaction at H&M,6670.24,Clothing,Debit Card,Kolkata,Salary,Debit,Desktop,INR,Retail,No,Wednesday,December,Night
17-12-2025,Transaction at Nykaa,6908.93,Online Shopping,Debit Card,Hyderabad,Savings,Debit,Desktop,INR,Online Store,Yes,Wednesday,December,Morning
17-12-2025,Transaction at H&M,6003.79,Clothing,Debit Card,Chennai,Savings,Debit,POS Terminal,INR,Retail,Yes,Wednesday,December,Morning
17-12-2025,Transaction at Snapdeal,438.2,Online Shopping,Credit Card,Chennai,Current,Debit,Mobile,INR,Online Store,No,Wednesday,December,Evening
17-12-2025,Transaction at Meru Cabs,339.07,Transport,UPI,Kolkata,Current,Debit,Desktop,INR,Service,No,Wednesday,December,Night
17-12-2025,Transaction at TSRTC,527.93,Transport,Net Banking,Kolkata,Savings,Debit,Mobile,INR,Service,Yes,Wednesday,December,Afternoon
17-12-2025,Transaction at Subway,1412.27,Food,Credit Card,Hyderabad,Current,Debit,POS Terminal,INR,Restaurant,No,Wednesday,December,Morning
18-12-2025,Transaction at Taco Bell,1362.75,Food,Debit Card,Chennai,Salary,Debit,Mobile,INR,Restaurant,No,Thursday,December,Night
18-12-2025,Transaction at Nilgiris,2470.34,Grocery,Credit Card,Kolkata,Credit Card,Debit,POS Terminal,INR,Retail,Yes,Thursday,December,Night
18-12-2025,Transaction at BigBazaar,2703.56,Grocery,Debit Card,Kolkata,Current,Debit,Desktop,INR,Retail,No,Thursday,December,Morning
18-12-2025,Transaction at Pepperfry,5604.69,Online Shopping,Debit Card,Pune,Current,Debit,Desktop,INR,Online Store,Yes,Thursday,December,Afternoon
18-12-2025,Transaction at US Polo,1069.36,Clothing,Net Banking,Delhi,Credit Card,Debit,Mobile,INR,Retail,No,Thursday,December,Night
18-12-2025,Transaction at Spencers,3079.5,Grocery,Credit Card,Pune,Salary,Debit,POS Terminal,INR,Retail,Yes,Thursday,December,Morning
18-12-2025,Transaction at Subway,1372.59,Food,Net Banking,Delhi,Salary,Debit,POS Terminal,INR,Restaurant,Yes,Thursday,December,Night
18-12-2025,Transaction at Aha,651.18,Entertainment,Debit Card,Chennai,Savings,Debit,POS Terminal,INR,Subscription,Yes,Thursday,December,Evening
18-12-2025,Transaction at Dominos,369.19,Food,UPI,Bangalore,Current,Debit,Desktop,INR,Restaurant,Yes,Thursday,December,Afternoon
18-12-2025,Transaction at Star Bazaar,1405.26,Grocery,UPI,Hyderabad,Credit Card,Debit,Desktop,INR,Retail,Yes,Thursday,December,Morning
18-12-2025,Transaction at Metro Rail,760.93,Transport,Credit Card,Delhi,Salary,Debit,Mobile,INR,Service,No,Thursday,December,Morning
18-12-2025,Transaction at Zee5,369.97,Entertainment,Credit Card,Bangalore,Savings,Debit,Desktop,INR,Subscription,No,Thursday,December,Night
18-12-2025,Transaction at Chai Point,475.39,Food,Debit Card,Chennai,Savings,Debit,Desktop,INR,Restaurant,No,Thursday,December,Evening
18-12-2025,Transaction at Adidas,5647.32,Clothing,Debit Card,Hyderabad,Savings,Debit,Desktop,INR,Retail,Yes,Thursday,December,Morning
18-12-2025,Transaction at Apollo Hospital,1063.02,Healthcare,UPI,Hyderabad,Credit Card,Debit,Mobile,INR,Service,Yes,Thursday,December,Morning
18-12-2025,Transaction at More Supermarket,2250.23,Grocery,Net Banking,Hyderabad,Savings,Debit,Desktop,INR,Retail,No,Thursday,December,Evening
18-12-2025,Transaction at McDonalds,588.96,Food,Net Banking,Hyderabad,Current,Debit,Mobile,INR,Restaurant,Yes,Thursday,December,Night
18-12-2025,Transaction at Gaana,176.5,Entertainment,Net Banking,Hyderabad,Credit Card,Debit,Mobile,INR,Subscription,Yes,Thursday,December,Afternoon
18-12-2025,Transaction at Gas Agency,404.57,Bills,UPI,Pune,Savings,Debit,Desktop,INR,Service,Yes,Thursday,December,Afternoon
18-12-2025,Transaction at Jio Fiber,5003.83,Bills,Credit Card,Bangalore,Current,Debit,Mobile,INR,Service,Yes,Thursday,December,Morning
19-12-2025,Transaction at Netflix,890.56,Entertainment,UPI,Hyderabad,Savings,Debit,Desktop,INR,Subscription,No,Friday,December,Night
19-12-2025,Transaction at Spotify,309.67,Entertainment,Debit Card,Kolkata,Salary,Debit,Desktop,INR,Subscription,No,Friday,December,Evening
19-12-2025,Transaction at Lenskart,2489.7,Online Shopping,Credit Card,Pune,Current,Debit,POS Terminal,INR,Online Store,Yes,Friday,December,Morning
19-12-2025,Transaction at OYO,5912.56,Travel,Net Banking,Delhi,Credit Card,Debit,POS Terminal,INR,Service,No,Friday,December,Night
19-12-2025,Transaction at YouTube Premium,475.91,Entertainment,Debit Card,Delhi,Credit Card,Debit,Mobile,INR,Subscription,No,Friday,December,Evening
19-12-2025,Transaction at Subway,438.5,Food,Credit Card,Kolkata,Salary,Debit,POS Terminal,INR,Restaurant,No,Friday,December,Evening
19-12-2025,Transaction at Puma,1823.94,Clothing,UPI,Hyderabad,Current,Debit,Desktop,INR,Retail,Yes,Friday,December,Evening
19-12-2025,Transaction at Max Fashion,4426.76,Clothing,Debit Card,Mumbai,Current,Debit,POS Terminal,INR,Retail,No,Friday,December,Morning
19-12-2025,Transaction at More Supermarket,4531.55,Grocery,Credit Card,Mumbai,Current,Debit,Desktop,INR,Retail,No,Friday,December,Night
19-12-2025,Transaction at Nature's Basket,4973.25,Grocery,Net Banking,Hyderabad,Current,Debit,Mobile,INR,Retail,Yes,Friday,December,Night
19-12-2025,Transaction at H&M,5305.84,Clothing,Net Banking,Hyderabad,Savings,Debit,Mobile,INR,Retail,Yes,Friday,December,Afternoon
19-12-2025,Transaction at Hotstar,803.19,Entertainment,UPI,Pune,Credit Card,Debit,Mobile,INR,Subscription,Yes,Friday,December,Night
19-12-2025,Transaction at Pantaloons,4597.53,Clothing,UPI,Mumbai,Credit Card,Debit,Desktop,INR,Retail,No,Friday,December,Morning
19-12-2025,Transaction at Netflix,531.49,Entertainment,Credit Card,Pune,Savings,Debit,Mobile,INR,Subscription,Yes,Friday,December,Night
19-12-2025,Transaction at Yulu Bikes,736.11,Transport,Debit Card,Delhi,Savings,Debit,POS Terminal,INR,Service,Yes,Friday,December,Night
19-12-2025,Transaction at Woodland,591.33,Clothing,UPI,Mumbai,Salary,Debit,Desktop,INR,Retail,Yes,Friday,December,Evening
19-12-2025,Transaction at Yulu Bikes,1370.47,Transport,UPI,Bangalore,Current,Debit,Mobile,INR,Service,Yes,Friday,December,Evening
20-12-2025,Transaction at Spencers,4327.53,Grocery,Net Banking,Chennai,Current,Debit,Mobile,INR,Retail,No,Saturday,December,Night
20-12-2025,Transaction at YouTube Premium,952.79,Entertainment,Debit Card,Chennai,Salary,Debit,Mobile,INR,Subscription,Yes,Saturday,December,Evening
20-12-2025,Transaction at Myntra,2552.57,Online Shopping,Net Banking,Chennai,Current,Debit,Desktop,INR,Online Store,Yes,Saturday,December,Morning
20-12-2025,Transaction at Jio Fiber,3379.39,Bills,Credit Card,Chennai,Salary,Debit,POS Terminal,INR,Service,No,Saturday,December,Afternoon
20-12-2025,Transaction at Star Bazaar,3439.36,Grocery,Net Banking,Pune,Current,Debit,Mobile,INR,Retail,No,Saturday,December,Afternoon
20-12-2025,Transaction at Meru Cabs,976.77,Transport,Credit Card,Hyderabad,Current,Debit,POS Terminal,INR,Service,Yes,Saturday,December,Evening
20-12-2025,Transaction at Hotstar,900.84,Entertainment,Debit Card,Kolkata,Current,Debit,POS Terminal,INR,Subscription,No,Saturday,December,Night
20-12-2025,Transaction at Gaana,990.95,Entertainment,Credit Card,Delhi,Current,Debit,Mobile,INR,Subscription,Yes,Saturday,December,Evening
20-12-2025,Transaction at Amazon,9037.37,Online Shopping,Net Banking,Bangalore,Savings,Debit,Desktop,INR,Online Store,No,Saturday,December,Morning
20-12-2025,Transaction at Ola,250.63,Transport,Debit Card,Kolkata,Salary,Debit,Mobile,INR,Service,Yes,Saturday,December,Evening
20-12-2025,Transaction at US Polo,7351.62,Clothing,Debit Card,Delhi,Credit Card,Debit,POS Terminal,INR,Retail,No,Saturday,December,Evening
20-12-2025,Transaction at YouTube Premium,769.89,Entertainment,Debit Card,Mumbai,Current,Debit,POS Terminal,INR,Subscription,Yes,Saturday,December,Afternoon
21-12-2025,Transaction at RedBus,680.23,Transport,Credit Card,Hyderabad,Credit Card,Debit,POS Terminal,INR,Service,Yes,Sunday,December,Night
21-12-2025,Transaction at OYO,2526.2,Travel,Debit Card,Delhi,Credit Card,Debit,Desktop,INR,Service,No,Sunday,December,Afternoon
21-12-2025,Transaction at Property Tax Online,1770.33,Bills,Debit Card,Chennai,Credit Card,Debit,POS Terminal,INR,Service,No,Sunday,December,Afternoon
21-12-2025,Transaction at Gaana,514.7,Entertainment,Net Banking,Pune,Credit Card,Debit,Desktop,INR,Subscription,Yes,Sunday,December,Evening
21-12-2025,Transaction at Saravana Bhavan,561.1,Food,Credit Card,Hyderabad,Savings,Debit,Mobile,INR,Restaurant,Yes,Sunday,December,Morning
21-12-2025,Transaction at CCD,1075.9,Food,Credit Card,Bangalore,Current,Debit,POS Terminal,INR,Restaurant,Yes,Sunday,December,Evening
21-12-2025,Transaction at Star Bazaar,3804.53,Grocery,Debit Card,Bangalore,Salary,Debit,Mobile,INR,Retail,No,Sunday,December,Morning
21-12-2025,Transaction at Apple Music,372.08,Entertainment,Debit Card,Kolkata,Salary,Debit,Mobile,INR,Subscription,No,Sunday,December,Morning
21-12-2025,Transaction at Zee5,213.02,Entertainment,UPI,Bangalore,Credit Card,Debit,POS Terminal,INR,Subscription,Yes,Sunday,December,Afternoon
21-12-2025,Transaction at Starbucks,315.03,Food,Net Banking,Mumbai,Salary,Debit,POS Terminal,INR,Restaurant,No,Sunday,December,Morning
21-12-2025,Transaction at Tata Cliq,1327.8,Online Shopping,UPI,Chennai,Savings,Debit,POS Terminal,INR,Online Store,No,Sunday,December,Night
21-12-2025,Transaction at Dominos,1189.69,Food,Credit Card,Mumbai,Savings,Debit,Mobile,INR,Restaurant,No,Sunday,December,Afternoon
21-12-2025,Transaction at US Polo,7985.56,Clothing,Net Banking,Delhi,Credit Card,Debit,Mobile,INR,Retail,No,Sunday,December,Night
22-12-2025,Transaction at Tata Cliq,709.77,Online Shopping,Debit Card,Pune,Savings,Debit,Mobile,INR,Online Store,No,Monday,December,Morning
22-12-2025,Transaction at Yulu Bikes,572.6,Transport,Net Banking,Bangalore,Savings,Debit,Mobile,INR,Service,Yes,Monday,December,Night
22-12-2025,Transaction at Cream Stone,140.1,Food,UPI,Chennai,Savings,Debit,POS Terminal,INR,Restaurant,No,Monday,December,Morning
